Year,Use of Funds,Expenditure by Provincial/Territorial Government,Expenditure by Public Government,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2005,Drugs,22341739,25938768,48280507,550.5,79.38,0,0,0,0,0,0,0,0,1,0,0,0
2006,Drugs,24167162,27793177,51960339,558.5,79.66,0,0,0,0,0,0,0,0,1,0,0,0
2007,Drugs,25770772,29425389,55196161,617.2,80.09,0,0,0,0,0,0,0,0,1,0,0,0
2008,Drugs,28687370,32393416,61080786,594.7,80.13,0,0,0,0,0,0,0,0,1,0,0,0
2009,Drugs,32365537,35961230,68326767,600.5,80.08,0,0,0,0,0,0,0,0,1,0,0,0
2010,Drugs,35143574,38611343,73754917,575.4,80.44,0,0,0,0,0,0,0,0,1,0,0,0
2011,Drugs,38197402,41676367,79873769,611.5,80.56,0,0,0,0,0,0,0,0,1,0,0,0
2012,Drugs,37406921,40816553,78223475,623.2,80.88,0,0,0,0,0,0,0,0,1,0,0,0
2013,Drugs,35962158,38913965,74876123,618.3,80.73,0,0,0,0,0,0,0,0,1,0,0,0
2014,Drugs,32697080,35378260,68075340,624.6,80.95,0,0,0,0,0,0,0,0,1,0,0,0
2015,Drugs,32628697,35138327,67767024,636.1,81.28,0,0,0,0,0,0,0,0,1,0,0,0
2016,Drugs,35381862,37577956,72959818,612.7,81.76,0,0,0,0,0,0,0,0,1,0,0,0
2017,Drugs,37481636,39570118,77051754,637.8,81.88,0,0,0,0,0,0,0,0,1,0,0,0
2018,Drugs,37588107,39635689,77223796,597.7,81.77,0,0,0,0,0,0,0,0,1,0,0,0
2019,Drugs,40125466,42268752,82394218,645.1,81.58,0,0,0,0,0,0,0,0,1,0,0,0
2020,Drugs,41061048,44871326,85932374,625.0,81.8,0,0,0,0,0,0,0,0,1,0,0,0
2021,Drugs,44653732,49545905,94199637,650.7,81.86,0,0,0,0,0,0,0,0,1,0,0,0
2022,Drugs,48263140,53441563,101704703,675.5,82.01,0,0,0,0,0,0,0,0,1,0,0,0
2023,Drugs,60979065,66317017,127296082,680.2,82.1,0,0,0,0,0,0,0,0,1,0,0,0
2003,Public Health,23452940,27861844,51314784,512.56,78.75,0,0,0,0,0,0,0,0,1,0,0,0
2004,Public Health,21963354,26530895,48494249,535.6,78.95,0,0,0,0,0,0,0,0,1,0,0,0
2005,Public Health,22856203,27462678,50318882,550.5,79.38,0,0,0,0,0,0,0,0,1,0,0,0
2006,Public Health,23332995,28159380,51492375,558.5,79.66,0,0,0,0,0,0,0,0,1,0,0,0
2007,Public Health,23513290,28717972,52231262,617.2,80.09,0,0,0,0,0,0,0,0,1,0,0,0
2008,Public Health,25366979,30689890,56056869,594.7,80.13,0,0,0,0,0,0,0,0,1,0,0,0
2009,Public Health,30183298,36338390,66521688,600.5,80.08,0,0,0,0,0,0,0,0,1,0,0,0
2010,Public Health,31057935,36537099,67595034,575.4,80.44,0,0,0,0,0,0,0,0,1,0,0,0
2011,Public Health,32722633,39126899,71849532,611.5,80.56,0,0,0,0,0,0,0,0,1,0,0,0
2012,Public Health,34533693,40967983,75501675,623.2,80.88,0,0,0,0,0,0,0,0,1,0,0,0
2013,Public Health,34325948,40586134,74912082,618.3,80.73,0,0,0,0,0,0,0,0,1,0,0,0
2014,Public Health,33410356,39845032,73255388,624.6,80.95,0,0,0,0,0,0,0,0,1,0,0,0
2015,Public Health,36983599,43376590,80360190,636.1,81.28,0,0,0,0,0,0,0,0,1,0,0,0
2016,Public Health,39473401,46015716,85489118,612.7,81.76,0,0,0,0,0,0,0,0,1,0,0,0
2017,Public Health,41548038,48471285,90019322,637.8,81.88,0,0,0,0,0,0,0,0,1,0,0,0
2018,Public Health,45028679,52741060,97769739,597.7,81.77,0,0,0,0,0,0,0,0,1,0,0,0
2019,Public Health,51569387,61027079,112596466,645.1,81.58,0,0,0,0,0,0,0,0,1,0,0,0
2020,Public Health,62883443,73255232,136138675,625.0,81.8,0,0,0,0,0,0,0,0,1,0,0,0
2021,Public Health,77679760,90079827,167759587,650.7,81.86,0,0,0,0,0,0,0,0,1,0,0,0
2022,Public Health,91232513,104534873,195767386,675.5,82.01,0,0,0,0,0,0,0,0,1,0,0,0
2023,Public Health,120151541,133986566,254138107,680.2,82.1,0,0,0,0,0,0,0,0,1,0,0,0
2003,Administration,13577438,17564122,31141560,512.56,78.75,0,0,0,0,0,0,0,0,1,0,0,0
2004,Administration,14146006,19066960,33212967,535.6,78.95,0,0,0,0,0,0,0,0,1,0,0,0
2005,Administration,16304694,22864062,39168756,550.5,79.38,0,0,0,0,0,0,0,0,1,0,0,0
2006,Administration,13550029,20520762,34070791,558.5,79.66,0,0,0,0,0,0,0,0,1,0,0,0
2007,Administration,12047905,19332905,31380810,617.2,80.09,0,0,0,0,0,0,0,0,1,0,0,0
2008,Administration,15454006,23003163,38457169,594.7,80.13,0,0,0,0,0,0,0,0,1,0,0,0
2009,Administration,17458663,25407237,42865900,600.5,80.08,0,0,0,0,0,0,0,0,1,0,0,0
2010,Administration,19057430,27178718,46236148,575.4,80.44,0,0,0,0,0,0,0,0,1,0,0,0
2011,Administration,6518881,15367422,21886302,611.5,80.56,0,0,0,0,0,0,0,0,1,0,0,0
2012,Administration,2440982,11825794,14266776,623.2,80.88,0,0,0,0,0,0,0,0,1,0,0,0
2013,Administration,2337624,11851839,14189463,618.3,80.73,0,0,0,0,0,0,0,0,1,0,0,0
2014,Administration,1893525,11176011,13069536,624.6,80.95,0,0,0,0,0,0,0,0,1,0,0,0
2015,Administration,1695300,11672654,13367954,636.1,81.28,0,0,0,0,0,0,0,0,1,0,0,0
2016,Administration,1373753,12263448,13637202,612.7,81.76,0,0,0,0,0,0,0,0,1,0,0,0
2017,Administration,1787713,14209995,15997708,637.8,81.88,0,0,0,0,0,0,0,0,1,0,0,0
2018,Administration,1697827,15578754,17276580,597.7,81.77,0,0,0,0,0,0,0,0,1,0,0,0
2019,Administration,1758906,15997896,17756802,645.1,81.58,0,0,0,0,0,0,0,0,1,0,0,0
2020,Administration,1702337,16573375,18275712,625.0,81.8,0,0,0,0,0,0,0,0,1,0,0,0
2021,Administration,1764068,18976374,20740443,650.7,81.86,0,0,0,0,0,0,0,0,1,0,0,0
2022,Administration,1316679,19660394,20977073,675.5,82.01,0,0,0,0,0,0,0,0,1,0,0,0
2023,Administration,1213043,20225851,21438894,680.2,82.1,0,0,0,0,0,0,0,0,1,0,0,0
2003,Other Health Spending: Net of HCC,13166513,17295536,30462049,512.56,78.75,0,0,0,0,0,0,0,0,1,0,0,0
2004,Other Health Spending: Net of HCC,12863489,17930853,30794342,535.6,78.95,0,0,0,0,0,0,0,0,1,0,0,0
2005,Other Health Spending: Net of HCC,15490063,21777006,37267069,550.5,79.38,0,0,0,0,0,0,0,0,1,0,0,0
2006,Other Health Spending: Net of HCC,17320965,23629870,40950834,558.5,79.66,0,0,0,0,0,0,0,0,1,0,0,0
2007,Other Health Spending: Net of HCC,18943665,26551086,45494751,617.2,80.09,0,0,0,0,0,0,0,0,1,0,0,0
2008,Other Health Spending: Net of HCC,18708133,28397519,47105651,594.7,80.13,0,0,0,0,0,0,0,0,1,0,0,0
2009,Other Health Spending: Net of HCC,21865325,31811553,53676878,600.5,80.08,0,0,0,0,0,0,0,0,1,0,0,0
2010,Other Health Spending: Net of HCC,26045431,35969990,62015421,575.4,80.44,0,0,0,0,0,0,0,0,1,0,0,0
2011,Other Health Spending: Net of HCC,29327192,38824941,68152134,611.5,80.56,0,0,0,0,0,0,0,0,1,0,0,0
2012,Other Health Spending: Net of HCC,39540896,52613400,92154296,623.2,80.88,0,0,0,0,0,0,0,0,1,0,0,0
2013,Other Health Spending: Net of HCC,12339853,56783461,69123314,618.3,80.73,0,0,0,0,0,0,0,0,1,0,0,0
2014,Other Health Spending: Net of HCC,13403814,57130928,70534742,624.6,80.95,0,0,0,0,0,0,0,0,1,0,0,0
2015,Other Health Spending: Net of HCC,13542613,58600713,72143326,636.1,81.28,0,0,0,0,0,0,0,0,1,0,0,0
2016,Other Health Spending: Net of HCC,14544759,63762904,78307663,612.7,81.76,0,0,0,0,0,0,0,0,1,0,0,0
2017,Other Health Spending: Net of HCC,16101007,66956559,83057566,637.8,81.88,0,0,0,0,0,0,0,0,1,0,0,0
2018,Other Health Spending: Net of HCC,16602755,70467654,87070409,597.7,81.77,0,0,0,0,0,0,0,0,1,0,0,0
2019,Other Health Spending: Net of HCC,17261818,79837336,97099154,645.1,81.58,0,0,0,0,0,0,0,0,1,0,0,0
2020,Other Health Spending: Net of HCC,18714703,86322790,105037493,625.0,81.8,0,0,0,0,0,0,0,0,1,0,0,0
2021,Other Health Spending: Net of HCC,19383454,93560880,112944334,650.7,81.86,0,0,0,0,0,0,0,0,1,0,0,0
2022,Other Health Spending: Net of HCC,21828567,108570065,130398632,675.5,82.01,0,0,0,0,0,0,0,0,1,0,0,0
2023,Other Health Spending: Net of HCC,28042520,120259292,148301812,680.2,82.1,0,0,0,0,0,0,0,0,1,0,0,0
2003,COVID-19 Response Funding,,,0,512.56,78.75,0,0,0,0,0,0,0,0,1,0,0,0
2004,COVID-19 Response Funding,,,0,535.6,78.95,0,0,0,0,0,0,0,0,1,0,0,0
2005,COVID-19 Response Funding,,,0,550.5,79.38,0,0,0,0,0,0,0,0,1,0,0,0
2006,COVID-19 Response Funding,,,0,558.5,79.66,0,0,0,0,0,0,0,0,1,0,0,0
2007,COVID-19 Response Funding,,,0,617.2,80.09,0,0,0,0,0,0,0,0,1,0,0,0
2008,COVID-19 Response Funding,,,0,594.7,80.13,0,0,0,0,0,0,0,0,1,0,0,0
2009,COVID-19 Response Funding,,,0,600.5,80.08,0,0,0,0,0,0,0,0,1,0,0,0
2010,COVID-19 Response Funding,,,0,575.4,80.44,0,0,0,0,0,0,0,0,1,0,0,0
2011,COVID-19 Response Funding,,,0,611.5,80.56,0,0,0,0,0,0,0,0,1,0,0,0
2012,COVID-19 Response Funding,,,0,623.2,80.88,0,0,0,0,0,0,0,0,1,0,0,0
2013,COVID-19 Response Funding,,,0,618.3,80.73,0,0,0,0,0,0,0,0,1,0,0,0
2014,COVID-19 Response Funding,,,0,624.6,80.95,0,0,0,0,0,0,0,0,1,0,0,0
2015,COVID-19 Response Funding,,,0,636.1,81.28,0,0,0,0,0,0,0,0,1,0,0,0
2016,COVID-19 Response Funding,,,0,612.7,81.76,0,0,0,0,0,0,0,0,1,0,0,0
2017,COVID-19 Response Funding,,,0,637.8,81.88,0,0,0,0,0,0,0,0,1,0,0,0
2018,COVID-19 Response Funding,,,0,597.7,81.77,0,0,0,0,0,0,0,0,1,0,0,0
2019,COVID-19 Response Funding,,,0,645.1,81.58,0,0,0,0,0,0,0,0,1,0,0,0
2020,COVID-19 Response Funding,14175600,72945034,87120634,625.0,81.8,0,0,0,0,0,0,0,0,1,0,0,0
2021,COVID-19 Response Funding,24262100,78266537,102528637,650.7,81.86,0,0,0,0,0,0,0,0,1,0,0,0
2022,COVID-19 Response Funding,6512300,18255370,24767670,675.5,82.01,0,0,0,0,0,0,0,0,1,0,0,0
2023,COVID-19 Response Funding,,,0,680.2,82.1,0,0,0,0,0,0,0,0,1,0,0,0
2003,Total,354458218,376335621,730793839,512.56,78.75,0,0,0,0,0,0,0,0,1,0,0,0
2004,Total,347762773,371236516,718999289,535.6,78.95,0,0,0,0,0,0,0,0,1,0,0,0
2005,Total,371282658,397605774,768888432,550.5,79.38,0,0,0,0,0,0,0,0,1,0,0,0
2006,Total,385655399,413435096,799090495,558.5,79.66,0,0,0,0,0,0,0,0,1,0,0,0
2007,Total,418928924,449575027,868503951,617.2,80.09,0,0,0,0,0,0,0,0,1,0,0,0
2008,Total,452590530,486553832,939144362,594.7,80.13,0,0,0,0,0,0,0,0,1,0,0,0
2009,Total,508958732,544613285,1053572018,600.5,80.08,0,0,0,0,0,0,0,0,1,0,0,0
2010,Total,560236058,594946744,1155182802,575.4,80.44,0,0,0,0,0,0,0,0,1,0,0,0
2011,Total,617063074,653941327,1271004401,611.5,80.56,0,0,0,0,0,0,0,0,1,0,0,0
2012,Total,629271021,671150763,1300421784,623.2,80.88,0,0,0,0,0,0,0,0,1,0,0,0
2013,Total,633182867,678189735,1311372602,618.3,80.73,0,0,0,0,0,0,0,0,1,0,0,0
2014,Total,634646832,678360128,1313006960,624.6,80.95,0,0,0,0,0,0,0,0,1,0,0,0
2015,Total,649592899,694564686,1344157585,636.1,81.28,0,0,0,0,0,0,0,0,1,0,0,0
2016,Total,675272670,723603498,1398876168,612.7,81.76,0,0,0,0,0,0,0,0,1,0,0,0
2017,Total,707783077,758335481,1466118558,637.8,81.88,0,0,0,0,0,0,0,0,1,0,0,0
2018,Total,742949496,797122601,1540072098,597.7,81.77,0,0,0,0,0,0,0,0,1,0,0,0
2019,Total,786130535,846307421,1632437956,645.1,81.58,0,0,0,0,0,0,0,0,1,0,0,0
2020,Total,820951603,942429906,1763381510,625.0,81.8,0,0,0,0,0,0,0,0,1,0,0,0
2021,Total,888801241,1007483627,1896284867,650.7,81.86,0,0,0,0,0,0,0,0,1,0,0,0
2022,Total,975994619,1054805769,2030800387,675.5,82.01,0,0,0,0,0,0,0,0,1,0,0,0
2023,Total,1087826133,1157231247,2245057379,680.2,82.1,0,0,0,0,0,0,0,0,1,0,0,0
2003,Hospitals,1089940649,1128339770,2218280419,523.76,78.67,0,0,0,0,0,1,0,0,0,0,0,0
2004,Hospitals,1135840902,1175772215,2311613117,543.7,78.98,0,0,0,0,0,1,0,0,0,0,0,0
2005,Hospitals,1215690066,1258520371,2474210437,576.8,79.11,0,0,0,0,0,1,0,0,0,0,0,0
2006,Hospitals,1338574347,1388459993,2727034340,622.1,79.4,0,0,0,0,0,1,0,0,0,0,0,0
2007,Hospitals,1425406942,1477342689,2902749631,617.0,79.58,0,0,0,0,0,1,0,0,0,0,0,0
2008,Hospitals,1502233046,1552792164,3055025211,596.2,79.78,0,0,0,0,0,1,0,0,0,0,0,0
2009,Hospitals,1594220870,1645723294,3239944164,592.6,79.94,0,0,0,0,0,1,0,0,0,0,0,0
2010,Hospitals,1658232983,1711530651,3369763633,625.2,80.17,0,0,0,0,0,1,0,0,0,0,0,0
2011,Hospitals,1678280637,1733721497,3412002134,612.8,80.25,0,0,0,0,0,1,0,0,0,0,0,0
2012,Hospitals,1704072007,1763906485,3467978492,646.8,80.34,0,0,0,0,0,1,0,0,0,0,0,0
2013,Hospitals,1769411640,1825641145,3595052785,654.9,80.37,0,0,0,0,0,1,0,0,0,0,0,0
2014,Hospitals,1834220426,1891653015,3725873441,651.5,80.48,0,0,0,0,0,1,0,0,0,0,0,0
2015,Hospitals,1860494110,1919734839,3780228949,674.2,80.35,0,0,0,0,0,1,0,0,0,0,0,0
2016,Hospitals,1878000871,1940005525,3818006396,680.8,80.43,0,0,0,0,0,1,0,0,0,0,0,0
2017,Hospitals,1941016810,1999822192,3940839002,694.2,80.41,0,0,0,0,0,1,0,0,0,0,0,0
2018,Hospitals,1998964177,2059071649,4058035825,674.1,80.47,0,0,0,0,0,1,0,0,0,0,0,0
2019,Hospitals,2101649024,2157548717,4259197740,651.8,80.39,0,0,0,0,0,1,0,0,0,0,0,0
2020,Hospitals,2223548975,2278093847,4501642822,660.9,80.46,0,0,0,0,0,1,0,0,0,0,0,0
2021,Hospitals,2258053027,2317423721,4575476748,650.7,80.57,0,0,0,0,0,1,0,0,0,0,0,0
2022,Hospitals,2587923704,2640675179,5228598883,656.4,80.63,0,0,0,0,0,1,0,0,0,0,0,0
2023,Hospitals,2912419157,2964204679,5876623837,657.8,80.68,0,0,0,0,0,1,0,0,0,0,0,0
2003,Physicians,432687039,442399089,875086128,523.76,78.67,0,0,0,0,0,1,0,0,0,0,0,0
2004,Physicians,485022187,494767843,979790030,543.7,78.98,0,0,0,0,0,1,0,0,0,0,0,0
2005,Physicians,521651210,532897729,1054548939,576.8,79.11,0,0,0,0,0,1,0,0,0,0,0,0
2006,Physicians,553769307,569137507,1122906814,622.1,79.4,0,0,0,0,0,1,0,0,0,0,0,0
2007,Physicians,576316600,591702715,1168019315,617.0,79.58,0,0,0,0,0,1,0,0,0,0,0,0
2008,Physicians,601700682,615101905,1216802587,596.2,79.78,0,0,0,0,0,1,0,0,0,0,0,0
2009,Physicians,625796781,639517985,1265314766,592.6,79.94,0,0,0,0,0,1,0,0,0,0,0,0
2010,Physicians,686312601,701156006,1387468606,625.2,80.17,0,0,0,0,0,1,0,0,0,0,0,0
2011,Physicians,725393841,739586772,1464980612,612.8,80.25,0,0,0,0,0,1,0,0,0,0,0,0
2012,Physicians,747128989,761905999,1509034988,646.8,80.34,0,0,0,0,0,1,0,0,0,0,0,0
2013,Physicians,758577706,773201620,1531779326,654.9,80.37,0,0,0,0,0,1,0,0,0,0,0,0
2014,Physicians,793307778,807208069,1600515846,651.5,80.48,0,0,0,0,0,1,0,0,0,0,0,0
2015,Physicians,803816891,817923574,1621740465,674.2,80.35,0,0,0,0,0,1,0,0,0,0,0,0
2016,Physicians,807211516,822711050,1629922566,680.8,80.43,0,0,0,0,0,1,0,0,0,0,0,0
2017,Physicians,833055087,848262279,1681317366,694.2,80.41,0,0,0,0,0,1,0,0,0,0,0,0
2018,Physicians,859661665,877644708,1737306373,674.1,80.47,0,0,0,0,0,1,0,0,0,0,0,0
2019,Physicians,897275156,916399888,1813675044,651.8,80.39,0,0,0,0,0,1,0,0,0,0,0,0
2020,Physicians,940517512,963793113,1904310625,660.9,80.46,0,0,0,0,0,1,0,0,0,0,0,0
2021,Physicians,986338975,1010985978,1997324954,650.7,80.57,0,0,0,0,0,1,0,0,0,0,0,0
2022,Physicians,1039084791,1064055301,2103140092,656.4,80.63,0,0,0,0,0,1,0,0,0,0,0,0
2023,Physicians,1056333327,1081977285,2138310612,657.8,80.68,0,0,0,0,0,1,0,0,0,0,0,0
2003,Other Professionals,8692275,25715888,34408163,523.76,78.67,0,0,0,0,0,1,0,0,0,0,0,0
2004,Other Professionals,8976250,25557422,34533672,543.7,78.98,0,0,0,0,0,1,0,0,0,0,0,0
2005,Other Professionals,9594301,28653213,38247513,576.8,79.11,0,0,0,0,0,1,0,0,0,0,0,0
2006,Other Professionals,9913231,42791396,52704628,622.1,79.4,0,0,0,0,0,1,0,0,0,0,0,0
2007,Other Professionals,10307352,42100017,52407369,617.0,79.58,0,0,0,0,0,1,0,0,0,0,0,0
2008,Other Professionals,11032451,40718313,51750764,596.2,79.78,0,0,0,0,0,1,0,0,0,0,0,0
2009,Other Professionals,11458169,40615165,52073334,592.6,79.94,0,0,0,0,0,1,0,0,0,0,0,0
2010,Other Professionals,12699698,42913349,55613047,625.2,80.17,0,0,0,0,0,1,0,0,0,0,0,0
2011,Other Professionals,13008044,42608879,55616923,612.8,80.25,0,0,0,0,0,1,0,0,0,0,0,0
2012,Other Professionals,13832044,45022620,58854664,646.8,80.34,0,0,0,0,0,1,0,0,0,0,0,0
2013,Other Professionals,14854079,44774908,59628987,654.9,80.37,0,0,0,0,0,1,0,0,0,0,0,0
2014,Other Professionals,16668649,46331657,63000306,651.5,80.48,0,0,0,0,0,1,0,0,0,0,0,0
2015,Other Professionals,18232688,48917723,67150411,674.2,80.35,0,0,0,0,0,1,0,0,0,0,0,0
2016,Other Professionals,18754962,51439786,70194747,680.8,80.43,0,0,0,0,0,1,0,0,0,0,0,0
2017,Other Professionals,18934346,50558767,69493114,694.2,80.41,0,0,0,0,0,1,0,0,0,0,0,0
2018,Other Professionals,19753476,54408665,74162141,674.1,80.47,0,0,0,0,0,1,0,0,0,0,0,0
2019,Other Professionals,19986817,57246137,77232954,651.8,80.39,0,0,0,0,0,1,0,0,0,0,0,0
2020,Other Professionals,17893376,53008352,70901728,660.9,80.46,0,0,0,0,0,1,0,0,0,0,0,0
2021,Other Professionals,19301422,59496274,78797696,650.7,80.57,0,0,0,0,0,1,0,0,0,0,0,0
2022,Other Professionals,17867861,60500124,78367985,656.4,80.63,0,0,0,0,0,1,0,0,0,0,0,0
2023,Other Professionals,20664042,65279052,85943094,657.8,80.68,0,0,0,0,0,1,0,0,0,0,0,0
2003,Drugs,156193662,184599574,340793236,523.76,78.67,0,0,0,0,0,1,0,0,0,0,0,0
2004,Drugs,169979825,199400266,369380091,543.7,78.98,0,0,0,0,0,1,0,0,0,0,0,0
2005,Drugs,186051832,216812513,402864345,576.8,79.11,0,0,0,0,0,1,0,0,0,0,0,0
2006,Drugs,199626617,239139944,438766561,622.1,79.4,0,0,0,0,0,1,0,0,0,0,0,0
2007,Drugs,207373475,243369396,450742871,617.0,79.58,0,0,0,0,0,1,0,0,0,0,0,0
2008,Drugs,220796809,255833187,476629996,596.2,79.78,0,0,0,0,0,1,0,0,0,0,0,0
2009,Drugs,243904700,279056623,522961323,592.6,79.94,0,0,0,0,0,1,0,0,0,0,0,0
2010,Drugs,258047609,295817904,553865512,625.2,80.17,0,0,0,0,0,1,0,0,0,0,0,0
2011,Drugs,268003887,306351251,574355138,612.8,80.25,0,0,0,0,0,1,0,0,0,0,0,0
2012,Drugs,265323705,303417582,568741287,646.8,80.34,0,0,0,0,0,1,0,0,0,0,0,0
2013,Drugs,268725890,304249059,572974949,654.9,80.37,0,0,0,0,0,1,0,0,0,0,0,0
2014,Drugs,266578657,299350063,565928720,651.5,80.48,0,0,0,0,0,1,0,0,0,0,0,0
2015,Drugs,274014131,306149150,580163281,674.2,80.35,0,0,0,0,0,1,0,0,0,0,0,0
2016,Drugs,276121166,304152294,580273460,680.8,80.43,0,0,0,0,0,1,0,0,0,0,0,0
2017,Drugs,286511275,312487429,598998704,694.2,80.41,0,0,0,0,0,1,0,0,0,0,0,0
2018,Drugs,297268957,323780944,621049902,674.1,80.47,0,0,0,0,0,1,0,0,0,0,0,0
2019,Drugs,312305496,340975394,653280890,651.8,80.39,0,0,0,0,0,1,0,0,0,0,0,0
2020,Drugs,322142033,368243438,690385471,660.9,80.46,0,0,0,0,0,1,0,0,0,0,0,0
2021,Drugs,325459481,385750391,711209872,650.7,80.57,0,0,0,0,0,1,0,0,0,0,0,0
2022,Drugs,330741157,394987268,725728425,656.4,80.63,0,0,0,0,0,1,0,0,0,0,0,0
2023,Drugs,348496332,414456807,762953139,657.8,80.68,0,0,0,0,0,1,0,0,0,0,0,0
2003,Public Health,39280912,76899028,116179940,523.76,78.67,0,0,0,0,0,1,0,0,0,0,0,0
2004,Public Health,35860389,76295591,112155980,543.7,78.98,0,0,0,0,0,1,0,0,0,0,0,0
2005,Public Health,43667537,86717568,130385104,576.8,79.11,0,0,0,0,0,1,0,0,0,0,0,0
2006,Public Health,93769328,135053570,228822898,622.1,79.4,0,0,0,0,0,1,0,0,0,0,0,0
2007,Public Health,121120213,166437438,287557650,617.0,79.58,0,0,0,0,0,1,0,0,0,0,0,0
2008,Public Health,126082996,174735731,300818726,596.2,79.78,0,0,0,0,0,1,0,0,0,0,0,0
2009,Public Health,134292292,190114446,324406738,592.6,79.94,0,0,0,0,0,1,0,0,0,0,0,0
2010,Public Health,149380009,199890189,349270199,625.2,80.17,0,0,0,0,0,1,0,0,0,0,0,0
2011,Public Health,119064771,171418942,290483712,612.8,80.25,0,0,0,0,0,1,0,0,0,0,0,0
2012,Public Health,110541816,169408542,279950358,646.8,80.34,0,0,0,0,0,1,0,0,0,0,0,0
2013,Public Health,97962958,157888132,255851090,654.9,80.37,0,0,0,0,0,1,0,0,0,0,0,0
2014,Public Health,95124216,158414139,253538355,651.5,80.48,0,0,0,0,0,1,0,0,0,0,0,0
2015,Public Health,92636418,156971920,249608338,674.2,80.35,0,0,0,0,0,1,0,0,0,0,0,0
2016,Public Health,79260974,144723009,223983983,680.8,80.43,0,0,0,0,0,1,0,0,0,0,0,0
2017,Public Health,76089349,145339679,221429028,694.2,80.41,0,0,0,0,0,1,0,0,0,0,0,0
2018,Public Health,79633982,158484213,238118195,674.1,80.47,0,0,0,0,0,1,0,0,0,0,0,0
2019,Public Health,79243056,164609282,243852338,651.8,80.39,0,0,0,0,0,1,0,0,0,0,0,0
2020,Public Health,79993597,172663122,252656719,660.9,80.46,0,0,0,0,0,1,0,0,0,0,0,0
2021,Public Health,186745159,305176595,491921755,650.7,80.57,0,0,0,0,0,1,0,0,0,0,0,0
2022,Public Health,263112411,389632420,652744831,656.4,80.63,0,0,0,0,0,1,0,0,0,0,0,0
2023,Public Health,216120865,346127756,562248621,657.8,80.68,0,0,0,0,0,1,0,0,0,0,0,0
2003,Administration,32936150,54032614,86968764,523.76,78.67,0,0,0,0,0,1,0,0,0,0,0,0
2004,Administration,34393669,56976326,91369995,543.7,78.98,0,0,0,0,0,1,0,0,0,0,0,0
2005,Administration,41333848,70953785,112287633,576.8,79.11,0,0,0,0,0,1,0,0,0,0,0,0
2006,Administration,46196544,76216339,122412883,622.1,79.4,0,0,0,0,0,1,0,0,0,0,0,0
2007,Administration,52124819,83155514,135280333,617.0,79.58,0,0,0,0,0,1,0,0,0,0,0,0
2008,Administration,56542727,87440846,143983573,596.2,79.78,0,0,0,0,0,1,0,0,0,0,0,0
2009,Administration,53612680,86181010,139793690,592.6,79.94,0,0,0,0,0,1,0,0,0,0,0,0
2010,Administration,53105214,84870370,137975584,625.2,80.17,0,0,0,0,0,1,0,0,0,0,0,0
2011,Administration,54983013,86058039,141041052,612.8,80.25,0,0,0,0,0,1,0,0,0,0,0,0
2012,Administration,56060692,89840702,145901394,646.8,80.34,0,0,0,0,0,1,0,0,0,0,0,0
2013,Administration,53193432,87010600,140204031,654.9,80.37,0,0,0,0,0,1,0,0,0,0,0,0
2014,Administration,51029618,82871756,133901374,651.5,80.48,0,0,0,0,0,1,0,0,0,0,0,0
2015,Administration,47974390,79689418,127663808,674.2,80.35,0,0,0,0,0,1,0,0,0,0,0,0
2016,Administration,40105269,74491844,114597113,680.8,80.43,0,0,0,0,0,1,0,0,0,0,0,0
2017,Administration,39937632,79285052,119222684,694.2,80.41,0,0,0,0,0,1,0,0,0,0,0,0
2018,Administration,42214467,85031763,127246230,674.1,80.47,0,0,0,0,0,1,0,0,0,0,0,0
2019,Administration,42832191,84275907,127108098,651.8,80.39,0,0,0,0,0,1,0,0,0,0,0,0
2020,Administration,43726744,86877758,130604502,660.9,80.46,0,0,0,0,0,1,0,0,0,0,0,0
2021,Administration,46087511,95762212,141849723,650.7,80.57,0,0,0,0,0,1,0,0,0,0,0,0
2022,Administration,50358890,103014222,153373112,656.4,80.63,0,0,0,0,0,1,0,0,0,0,0,0
2023,Administration,59023273,113330989,172354261,657.8,80.68,0,0,0,0,0,1,0,0,0,0,0,0
2003,Other Health Spending: Net of HCC,102416002,151094434,253510435,523.76,78.67,0,0,0,0,0,1,0,0,0,0,0,0
2004,Other Health Spending: Net of HCC,111204173,165512334,276716508,543.7,78.98,0,0,0,0,0,1,0,0,0,0,0,0
2005,Other Health Spending: Net of HCC,113665370,169285753,282951124,576.8,79.11,0,0,0,0,0,1,0,0,0,0,0,0
2006,Other Health Spending: Net of HCC,125202289,186791487,311993775,622.1,79.4,0,0,0,0,0,1,0,0,0,0,0,0
2007,Other Health Spending: Net of HCC,138750892,202952746,341703638,617.0,79.58,0,0,0,0,0,1,0,0,0,0,0,0
2008,Other Health Spending: Net of HCC,146001061,214090127,360091188,596.2,79.78,0,0,0,0,0,1,0,0,0,0,0,0
2009,Other Health Spending: Net of HCC,142034956,216956530,358991486,592.6,79.94,0,0,0,0,0,1,0,0,0,0,0,0
2010,Other Health Spending: Net of HCC,240331236,316065827,556397063,625.2,80.17,0,0,0,0,0,1,0,0,0,0,0,0
